WKT,WKT,rand_point_id
"MULTIPOLYGON (((34646154.1334426 61821119.6968285,2316849.29534366 97513827.1003435,10313354.8208441 111300087.285055,15533465.6369012 115269225.196875,34646154.1334426 114959970.893059,34646154.1334426 61821119.6968285)))","POLYGON ((34646164.1334426 61821093.7605159,2316836.9807384 97513825.8001522,10313347.1749253 111300094.033845,15533462.338798 115269235.251549,34646164.1334426 114959980.732562,34646164.1334426 61821093.7605159))","823"
"MULTIPOLYGON (((-158378182.229492 75388642.9067613,-183051115.030713 85316891.8091804,-195581701.240443 122143785.969128,-194472376.790901 122776451.556529,-169772558.742314 126256926.424549,-133076108.590378 105389553.444098,-141692662.43605 83767142.443264,-158378182.229492 75388642.9067613)))","POLYGON ((-158378181.775458 75388631.9448155,-183051123.019884 85316884.2447326,-195581713.367245 122143790.565013,-194472380.081975 122776461.191572,-169772556.762281 126256936.802349,-133076096.076976 105389557.832116,-141692654.553061 83767135.2117081,-158378181.775458 75388631.9448155))","978"
"MULTIPOLYGON (((-1089361618.85402 83509857.5821961,-1098784478.44825 96379198.8180598,-1100999794.84997 100305758.252942,-1099494753.39038 104402231.139799,-1095634832.12174 106849984.257988,-1065677188.18077 98296829.7894134,-1064569650.95286 95519106.3000382,-1089361618.85402 83509857.5821961)))","POLYGON ((-1089361621.99739 83509844.9480932,-1098784486.86664 96379193.388356,-1100999805.83015 100305757.363918,-1099494761.60808 104402237.769779,-1095634833.6893 106849995.10513,-1065677180.71142 98296838.0564446,-1064569638.21676 95519101.35796,-1089361621.99739 83509844.9480932))","560"
"MULTIPOLYGON (((-1137622659.41959 82809408.2427712,-1146143333.46213 90866762.480789,-1149090646.05414 100050708.632512,-1148070368.3224 111022698.056097,-1127987593.04376 117969452.775206,-1099494774.13874 104402232.660622,-1100999814.57388 100305762.562137,-1113998087.63556 85505108.5685759,-1137622659.41959 82809408.2427712)))","POLYGON ((-1137622662.90927 82809397.779688,-1146143342.19902 90866756.9795864,-1149090656.20044 100050707.523116,-1148070377.68267 111022705.39968,-1127987592.44231 117969463.564607,-1099494761.60808 104402237.769779,-1100999805.83015 100305757.363918,-1113998082.66805 85505099.0705069,-1137622662.90927 82809397.779688))","804"
"MULTIPOLYGON (((-1049001218.12614 81013766.3748565,-1053986804.57511 82626603.8197539,-1056832902.35818 84012576.7387581,-1064569629.32298 95519106.0524937,-1065677170.19538 98296838.6823199,-1062051903.22922 111896571.759333,-1042078600.02468 122184756.072384,-1022091102.35397 95921536.3579011,-1025209033.994 90663861.9021083,-1027951026.59527 88896157.597655,-1049001218.12614 81013766.3748565)))","POLYGON ((-1049001217.88564 81013755.7868124,-1053986808.32159 82626594.5214957,-1056832909.15543 84012568.9261442,-1064569638.21676 95519101.35796,-1065677180.71142 98296838.0564446,-1062051911.74983 111896578.619061,-1042078597.14695 122184768.80336,-1022091090.31594 95921537.0524081,-1025209026.59482 90663854.7742571,-1027951022.08103 88896148.6099427,-1049001217.88564 81013755.7868124))","620"
"MULTIPOLYGON (((-714076829.706395 74780123.312202,-753060311.515527 89647531.0573973,-753312292.96462 90217472.0731813,-744332893.925184 100800835.072516,-724567247.665949 104353808.952252,-703298848.715264 90093204.6971549,-714076829.706395 74780123.312202)))","POLYGON ((-714076826.0044 74780111.1977829,-753060318.975296 89647523.1998197,-753312304.645391 90217473.7628222,-744332899.227804 100800844.279618,-724567245.455368 104353819.50989,-703298834.650218 90093207.3062946,-714076826.0044 74780111.1977829))","176"
"MULTIPOLYGON (((-595548099.294957 77128039.5118527,-604562502.261205 98797979.4238989,-589004079.212362 114260576.709275,-571003021.765188 101418613.47164,-562597882.545631 83541848.0582264,-563845963.589045 79041642.6912765,-595548099.294957 77128039.5118527)))","POLYGON ((-595548105.795024 77128029.1012946,-604562514.073346 98797981.7831617,-589004080.275339 114260589.751496,-571003013.828396 101418620.093422,-562597871.918587 83541848.958151,-563845955.860641 79041633.1395769,-595548105.795024 77128029.1012946))","641"
"MULTIPOLYGON (((-654317945.684668 82359285.4602094,-670238826.375333 83839193.6035938,-688153558.808706 96661077.7233442,-688963991.543896 108399057.621919,-653783093.603483 137586037.595816,-644733584.486355 132301501.609629,-638554136.720009 111100667.201832,-654317945.684668 82359285.4602094)))","POLYGON ((-654317940.073729 82359274.8955415,-670238829.995092 83839183.8969553,-688153568.460404 96661072.3338688,-688964001.873149 108399062.045883,-653783094.603206 137586049.759799,-644733576.001316 132301508.234907,-638554125.960611 111100666.024098,-654317940.073729 82359274.8955415))","66"
"MULTIPOLYGON (((-562597870.037002 83541868.4586626,-571003003.917332 101418622.516153,-572050382.356423 127595589.394428,-566665038.960188 130920666.538747,-534341294.319779 122143566.485892,-562597870.037002 83541868.4586626)))","POLYGON ((-562597871.918587 83541848.958151,-571003013.828396 101418620.093422,-572050392.582043 127595594.83335,-566665040.524281 130920677.325563,-534341277.654349 122143572.322714,-562597871.918587 83541848.958151))","961"
"MULTIPOLYGON (((-18170.2596480909 96801367.8042307,-38586854.4190504 106672591.706242,-32434546.1486945 116530162.998762,-23184673.3530155 126449040.677868,10313332.9737137 111300089.481077,2316830.30274388 97513834.2176785,-18170.2596480909 96801367.8042307)))","POLYGON ((-18170.0229210854 96801357.4213144,-38586870.1382995 106672585.40708,-32434554.1207232 116530169.112628,-23184675.7717025 126449052.746726,10313347.1749253 111300094.033845,2316836.9807384 97513825.8001522,-18170.0229210854 96801357.4213144))","696"
"MULTIPOLYGON (((-350052906.720217 77639905.8233228,-373817545.91941 92973232.4788177,-374632510.782612 97699071.4745119,-373142888.983102 104247723.415243,-363075575.9166 106289054.448006,-338382595.043489 106485852.539537,-330536936.246752 102995035.685071,-350052906.720217 77639905.8233228)))","POLYGON ((-350052904.408974 77639892.4312158,-373817555.028235 92973226.4551216,-374632520.97672 97699071.7441838,-373142897.301224 104247731.932096,-363075576.95966 106289064.440011,-338382592.957282 106485862.556481,-330536920.571336 102995039.655685,-350052904.408974 77639892.4312158))","516"
"MULTIPOLYGON (((-411068729.19965 89392840.7066362,-420019070.659633 95207673.1705801,-423718894.816774 102008057.333851,-417258126.283824 112105937.80331,-391011500.723155 132912525.405581,-378683581.268051 114152226.2645,-373142907.904409 104247730.403392,-374632529.332401 97699080.09592,-411068729.19965 89392840.7066362)))","POLYGON ((-411068731.100818 89392830.0166802,-420019078.232649 95207666.1654943,-423718906.424995 102008057.745589,-417258133.806177 112105944.60107,-391011498.36916 132912540.032656,-378683572.714993 114152231.458006,-373142897.301224 104247731.932096,-374632520.97672 97699071.7441838,-411068731.100818 89392830.0166802))","632"
"MULTIPOLYGON (((-310955159.395847 95172591.8603296,-322253232.218461 100055180.735385,-324845719.822227 102685517.310883,-316795985.46324 125874034.216494,-312144525.803609 129679060.739706,-304566470.187458 130005884.215849,-302312752.152801 129626775.275703,-295844309.501664 105433279.783139,-310955159.395847 95172591.8603296)))","POLYGON ((-310955158.321644 95172580.502234,-322253237.973366 100055172.328565,-324845731.30765 102685514.718244,-316795993.98309 125874040.166653,-312144529.559371 129679070.587025,-304566469.566671 130005894.251918,-302312744.152959 129626784.070505,-295844298.005719 105433275.501696,-310955158.321644 95172580.502234))","799"
"MULTIPOLYGON (((-703298833.617732 90093218.6538532,-724567232.551817 104353822.89782,-714793492.057264 123757150.877907,-703708345.570723 129612032.698388,-688964011.659336 108399058.604293,-688153578.923495 96661078.6962793,-703298833.617732 90093218.6538532)))","POLYGON ((-703298834.650218 90093207.3062946,-724567245.455368 104353819.50989,-714793499.551523 123757158.228781,-703708342.412427 129612045.67566,-688964001.873149 108399062.045883,-688153568.460404 96661072.3338688,-703298834.650218 90093207.3062946))","273"
"MULTIPOLYGON (((-256915253.461538 91736231.766953,-266291064.203862 93135891.3457257,-280195752.267775 109036179.592806,-280070888.781929 123467173.790858,-259032417.399772 125602981.824594,-246974584.727039 109242414.195622,-256915253.461538 91736231.766953)))","POLYGON ((-256915248.153094 91736220.8636719,-266291069.313411 93135881.9976854,-280195762.300323 109036175.874314,-280070898.70405 123467182.834971,-259032412.734312 125602992.349626,-246974572.82575 109242414.902782,-256915248.153094 91736220.8636719))","192"
"MULTIPOLYGON (((-828124989.389023 96448176.4452939,-839843585.757339 97258192.3637808,-854586124.96189 108375510.524276,-832160077.312005 134145381.651891,-821979208.100962 108999986.76423,-828124989.389023 96448176.4452939)))","POLYGON ((-828124983.366503 96448166.0051427,-839843589.408227 97258182.5922775,-854586139.546584 108375508.997933,-832160074.158267 134145400.50886,-821979197.155888 108999986.377635,-828124983.366503 96448166.0051427))","888"
"MULTIPOLYGON (((-822701039.959919 88357654.9854033,-828124971.850186 96448166.7852246,-821979189.906081 108999978.444028,-786520194.46476 122562186.636402,-777434376.910515 98450465.3141188,-822701039.959919 88357654.9854033)))","POLYGON ((-822701044.458148 88357643.736914,-828124983.366503 96448166.0051427,-821979197.155888 108999986.377635,-786520188.650728 122562199.566611,-777434363.490843 98450458.0606661,-822701044.458148 88357643.736914))","252"
"MULTIPOLYGON (((-1170538354.32897 65917566.7017963,-1205599179.91278 79770240.7166176,-1205599179.91278 88506998.6167743,-1149090662.98266 100050695.931103,-1146143353.56218 90866759.6619598,-1170538354.32897 65917566.7017963)))","POLYGON ((-1170538351.82412 65917554.9598769,-1205599189.91278 79770233.9154154,-1205599189.91278 88507006.7804739,-1149090656.20044 100050707.523116,-1146143342.19902 90866756.9795864,-1170538351.82412 65917554.9598769))","753"
"MULTIPOLYGON (((-1022091088.20627 95921550.7926037,-1042078585.88044 122184770.511637,-1034412907.13616 143212645.074157,-1029387218.08312 142283753.522782,-1027946582.72692 140667576.687105,-1015524966.4648 100676173.200362,-1015748505.56595 100407225.327835,-1022091088.20627 95921550.7926037)))","POLYGON ((-1022091090.31594 95921537.0524081,-1042078597.14695 122184768.80336,-1034412913.63481 143212656.444669,-1029387212.89744 142283762.733694,-1027946573.8199 140667581.723224,-1015524955.30474 100676170.982828,-1015748498.71698 100407217.923473,-1022091090.31594 95921537.0524081))","925"
"MULTIPOLYGON (((-993761934.730413 84296519.0209011,-1015748484.2317 100407219.70663,-1015524948.47618 100676163.553917,-1013983099.54813 101752161.914666,-963837039.538057 103826001.321031,-993761934.730413 84296519.0209011)))","POLYGON ((-993761935.05967 84296506.8648818,-1015748498.71698 100407217.923473,-1015524955.30474 100676170.982828,-1013983102.87751 101752171.785524,-963837003.629168 103826012.814626,-993761935.05967 84296506.8648818))","940"
"MULTIPOLYGON (((-1015524949.81176 100676187.010479,-1027946556.32141 140667559.099128,-1002482942.13998 124870072.805828,-1013983110.69385 101752178.525106,-1015524949.81176 100676187.010479)))","POLYGON ((-1015524955.30474 100676170.982828,-1027946573.8199 140667581.723224,-1002482929.13151 124870076.503579,-1013983102.87751 101752171.785524,-1015524955.30474 100676170.982828))","431"
"MULTIPOLYGON (((-753312307.939649 90217485.3370344,-776974582.222986 97865828.2373686,-777434354.676999 98450463.0300475,-786520178.461652 122562200.886435,-786124836.218001 126396832.631791,-748730181.978679 135773742.906936,-744331160.655153 100823193.920066,-744332908.945109 100800848.283452,-753312307.939649 90217485.3370344)))","POLYGON ((-753312304.645391 90217473.7628222,-776974588.199111 97865819.6596166,-777434363.490843 98450458.0606661,-786520188.650728 122562199.566611,-786124845.446692 126396840.627246,-748730173.466058 135773755.35112,-744331150.606064 100823194.156898,-744332899.227804 100800844.279618,-753312304.645391 90217473.7628222))","689"
"MULTIPOLYGON (((-744332888.2479 100800856.413586,-744331140.830179 100823190.901795,-728319606.1219 126093214.050482,-714793514.555007 123757150.671958,-724567252.139727 104353828.468618,-744332888.2479 100800856.413586)))","POLYGON ((-744332899.227804 100800844.279618,-744331150.606064 100823194.156898,-728319610.996828 126093225.040465,-714793499.551523 123757158.228781,-724567245.455368 104353819.50989,-744332899.227804 100800844.279618))","326"
"MULTIPOLYGON (((-867694602.130375 105529529.357266,-872302345.595106 106914626.666859,-874605127.489524 113554870.421043,-876472892.70838 129758514.598505,-867387597.575915 130011614.855209,-858861776.19834 120103284.701414,-857676310.872063 109136407.60113,-867694602.130375 105529529.357266)))","POLYGON ((-867694601.848334 105529518.830446,-872302353.368495 106914618.561518,-874605137.297823 113554868.183515,-876472903.891812 129758524.290834,-867387593.09882 130011624.983813,-858861766.590383 120103288.867159,-857676300.08475 109136400.856515,-867694601.848334 105529518.830446))","834"
"MULTIPOLYGON (((-453214793.529813 91593534.126827,-498970736.058596 106941543.862725,-500903756.80456 114387176.20526,-459363231.837252 117603558.262366,-440219725.963535 102828492.741178,-453214793.529813 91593534.126827)))","POLYGON ((-453214791.303492 91593522.8324664,-498970744.376088 106941536.105097,-500903769.485124 114387185.253365,-459363228.773184 117603568.52954,-440219710.16557 102828493.180258,-453214791.303492 91593522.8324664))","957"
"MULTIPOLYGON (((-440219708.458071 102828504.494439,-459363216.431352 117603571.636083,-450053274.141246 138433595.292694,-444746906.218348 134357395.154541,-439485616.102416 103102925.219457,-440219708.458071 102828504.494439)))","POLYGON ((-440219710.16557 102828493.180258,-459363228.773184 117603568.52954,-450053278.099618 138433610.943268,-444746897.009554 134357400.690476,-439485604.871325 103102918.742021,-440219710.16557 102828493.180258))","276"
"MULTIPOLYGON (((-901117365.828649 101452774.054759,-914423528.00202 135662630.704021,-910586590.148908 142897563.489346,-874605145.816295 113554862.226675,-872302366.611876 106914626.229308,-901117365.828649 101452774.054759)))","POLYGON ((-901117372.134706 101452762.681394,-914423538.981225 135662631.345218,-910586593.273558 142897578.941098,-874605137.297823 113554868.183515,-872302353.368495 106914618.561518,-901117372.134706 101452762.681394))","754"
"MULTIPOLYGON (((-904136833.012004 89487271.4662607,-952977555.517252 98635173.5264471,-959763906.173023 104482548.075464,-934102226.056967 127253304.325841,-914423544.554801 135662618.088659,-901117382.612007 101452762.032207,-904136833.012004 89487271.4662607)))","POLYGON ((-904136825.615466 89487259.9069881,-952977560.004886 98635164.1930884,-959763921.364354 104482547.964812,-934102231.479632 127253312.883363,-914423538.981225 135662631.345218,-901117372.134706 101452762.681394,-904136825.615466 89487259.9069881))","610"
"MULTIPOLYGON (((-604562514.899763 98797995.0604862,-614557208.92834 106522691.090253,-600493055.558813 138208222.492612,-585411755.541456 125844170.501645,-589004089.089507 114260595.090267,-604562514.899763 98797995.0604862)))","POLYGON ((-604562514.073346 98797981.7831617,-614557221.251498 106522687.975968,-600493059.372289 138208238.550032,-585411743.996638 125844173.967927,-589004080.275339 114260589.751496,-604562514.073346 98797981.7831617))","465"
"MULTIPOLYGON (((-571003024.636399 101418640.08775,-589004068.582847 114260593.693959,-585411736.343442 125844164.885571,-572050402.136397 127595583.495409,-571003024.636399 101418640.08775)))","POLYGON ((-571003013.828396 101418620.093422,-589004080.275339 114260589.751496,-585411743.996638 125844173.967927,-572050392.582043 127595594.83335,-571003013.828396 101418620.093422))","70"
"MULTIPOLYGON (((-295844290.839203 105433287.413333,-302312731.510558 129626775.501046,-292033793.214207 130846966.196542,-284120201.857039 130319083.673787,-280070908.727733 123467180.141048,-280195772.231694 109036183.849354,-295844290.839203 105433287.413333)))","POLYGON ((-295844298.005719 105433275.501696,-302312744.152959 129626784.070505,-292033793.473021 130846976.23603,-284120195.930557 130319093.30068,-280070898.70405 123467182.834971,-280195762.300323 109036175.874314,-295844298.005719 105433275.501696))","132"
"MULTIPOLYGON (((-1099494762.29745 104402249.173821,-1127987577.03107 117969467.302139,-1107044817.33374 145487059.545897,-1091937628.19249 136618790.362569,-1095634843.03125 106850001.022177,-1099494762.29745 104402249.173821)))","POLYGON ((-1099494761.60808 104402237.769779,-1127987592.44231 117969463.564607,-1107044819.91994 145487072.659729,-1091937617.45811 136618795.656915,-1095634833.6893 106849995.10513,-1099494761.60808 104402237.769779))","708"
"MULTIPOLYGON (((-1065677187.75253 98296850.4663301,-1095634822.71018 106850002.370091,-1091937608.48062 136618786.805355,-1083964416.91234 137723612.382109,-1074565017.05389 138343875.659007,-1062051922.35619 111896577.654348,-1065677187.75253 98296850.4663301)))","POLYGON ((-1065677180.71142 98296838.0564446,-1095634833.6893 106849995.10513,-1091937617.45811 136618795.656915,-1083964417.92916 137723622.336759,-1074565010.9241 138343886.085259,-1062051911.74983 111896578.619061,-1065677180.71142 98296838.0564446))","571"
"MULTIPOLYGON (((-423718911.650916 102008068.132566,-439485596.31807 103102928.172153,-444746885.158245 134357390.52866,-432996169.598053 134197861.370116,-417258145.870109 112105944.300552,-423718911.650916 102008068.132566)))","POLYGON ((-423718906.424995 102008057.745589,-439485604.871325 103102918.742021,-444746897.009554 134357400.690476,-432996164.394247 134197871.30039,-417258133.806177 112105944.60107,-423718906.424995 102008057.745589))","91"
"MULTIPOLYGON (((-324845738.284767 102685525.112485,-330536918.189065 102995049.5409,-338382584.427267 106485869.706342,-345994510.667739 137185629.596717,-345352984.136866 143490689.244824,-316796006.060866 125874035.867651,-324845738.284767 102685525.112485)))","POLYGON ((-324845731.30765 102685514.718244,-330536920.571336 102995039.655685,-338382592.957282 106485862.556481,-345994520.792451 137185628.878448,-345352992.469938 143490706.135174,-316795993.98309 125874040.166653,-324845731.30765 102685514.718244))","98"
"MULTIPOLYGON (((-363075560.443263 106289074.571961,-349482139.395423 132510385.992578,-345994525.412817 137185605.960527,-338382605.714431 106485872.455127,-363075560.443263 106289074.571961)))","POLYGON ((-363075576.95966 106289064.440011,-349482147.898228 132510391.318613,-345994520.792451 137185628.878448,-338382592.957282 106485862.556481,-363075576.95966 106289064.440011))","990"
"MULTIPOLYGON (((-854586143.082873 108375520.167362,-857676290.895141 109136408.892439,-858861756.350295 120103287.184984,-844049964.328977 152119085.615577,-839403806.592109 156512867.054775,-831824518.362481 153739632.092976,-832160084.094393 134145404.324208,-854586143.082873 108375520.167362)))","POLYGON ((-854586139.546584 108375508.997933,-857676300.08475 109136400.856515,-858861766.590383 120103288.867159,-844049972.597261 152119091.559822,-839403808.967127 156512878.572167,-831824508.24207 153739639.038335,-832160074.158267 134145400.50886,-854586139.546584 108375508.997933))","352"
"MULTIPOLYGON (((-246974569.939233 109242427.841558,-259032402.067258 125602994.731447,-255679643.298018 142510108.29449,-245340694.076828 154342281.729396,-229199341.768112 134710988.937736,-244223572.941267 110733435.541136,-246974569.939233 109242427.841558)))","POLYGON ((-246974572.82575 109242414.902782,-259032412.734312 125602992.349626,-255679652.587069 142510112.86159,-245340693.844841 154342297.19263,-229199329.471838 134710989.72825,-244223565.863897 110733428.002668,-246974572.82575 109242414.902782))","573"
"MULTIPOLYGON (((-215452528.646733 102114300.360643,-244223550.420754 110733433.815351,-229199324.460545 134710978.892478,-210699326.595951 132015408.809177,-196117072.421552 122160020.212687,-215452528.646733 102114300.360643)))","POLYGON ((-215452525.679509 102114289.03264,-244223565.863897 110733428.002668,-229199329.471838 134710989.72825,-210699322.891128 132015418.374955,-196117056.963079 122160021.834783,-215452525.679509 102114289.03264))","204"
"MULTIPOLYGON (((-373142892.136631 104247743.182815,-378683559.349391 114152228.048618,-349482173.692086 132510363.290714,-363075583.635697 106289073.289827,-373142892.136631 104247743.182815)))","POLYGON ((-373142897.301224 104247731.932096,-378683572.714993 114152231.458006,-349482147.898228 132510391.318613,-363075576.95966 106289064.440011,-373142897.301224 104247731.932096))","134"
"MULTIPOLYGON (((-1205599179.91278 88507019.0298222,-1205599179.91278 97237305.9948727,-1172314890.25722 123292239.292547,-1156990708.03912 124919342.111911,-1148070387.95861 111022702.896198,-1149090665.47058 100050715.835913,-1205599179.91278 88507019.0298222)))","POLYGON ((-1205599189.91278 88507006.7804739,-1205599189.91278 97237310.8663849,-1172314894.16384 123292248.933959,-1156990702.95765 124919352.707667,-1148070377.68267 111022705.39968,-1149090656.20044 100050707.523116,-1205599189.91278 88507006.7804739))","223"
"MULTIPOLYGON (((10313345.8658595 111300105.600894,-23184662.5632603 126449057.748458,-18224945.3740412 137492743.060394,-9307100.71965894 140047689.45407,5981763.30732969 136512529.693324,15533449.9585455 115269238.400565,10313345.8658595 111300105.600894)))","POLYGON ((10313347.1749253 111300094.033845,-23184675.7717025 126449052.746726,-18224952.59342 137492751.394368,-9307100.98711896 140047699.779756,5981770.39343214 136512538.318687,15533462.338798 115269235.251549,10313347.1749253 111300094.033845))","726"
"MULTIPOLYGON (((-744331144.159378 100823223.015089,-748730162.987409 135773752.175069,-748352320.32943 136209982.529432,-737183836.663727 133705086.228427,-728319624.072487 126093223.087737,-744331144.159378 100823223.015089)))","POLYGON ((-744331150.606064 100823194.156898,-748730173.466058 135773755.35112,-748352323.974256 136209993.595331,-737183832.041338 133705095.440133,-728319610.996828 126093225.040465,-744331150.606064 100823194.156898))","928"
"MULTIPOLYGON (((-858861769.143144 120103307.165548,-867387581.194136 130011626.480403,-861146640.54049 142594739.3149,-844049994.57607 152119067.868664,-858861769.143144 120103307.165548)))","POLYGON ((-858861766.590383 120103288.867159,-867387593.09882 130011624.983813,-861146648.119539 142594746.539743,-844049972.597261 152119091.559822,-858861766.590383 120103288.867159))","233"
"MULTIPOLYGON (((-1013983086.39051 101752182.475908,-1002482921.74729 124870068.895343,-993074459.094665 129204699.786472,-974249023.531588 123097774.961796,-961401043.104051 104472189.945917,-963837005.135564 103826022.760875,-1013983086.39051 101752182.475908)))","POLYGON ((-1013983102.87751 101752171.785524,-1002482929.13151 124870076.503579,-993074459.72802 129204710.50494,-974249017.223581 123097783.428504,-961401026.802015 104472183.924383,-963837003.629168 103826012.814626,-1013983102.87751 101752171.785524))","846"
"MULTIPOLYGON (((-48053500.3527907 105688471.665043,-85836983.9081998 106611105.170234,-114352768.913126 119397881.570616,-114250106.56256 119906114.916316,-101033659.337968 128997158.797129,-57514746.7247188 125261699.323043,-48053500.3527907 105688471.665043)))","POLYGON ((-48053484.2201638 105688461.26812,-85836986.1638153 106611095.222333,-114352780.297681 119397875.716227,-114250115.563455 119906120.86231,-101033662.05295 128997169.066941,-57514740.1984892 125261708.799633,-48053484.2201638 105688461.26812))","1022"
"MULTIPOLYGON (((-1062051907.13406 111896592.245296,-1074564998.84093 138343883.928635,-1067342542.63442 145426579.376343,-1045774173.78445 155180221.264883,-1034412925.15111 143212654.051165,-1042078605.20272 122184775.902526,-1062051907.13406 111896592.245296)))","POLYGON ((-1062051911.74983 111896578.619061,-1074565010.9241 138343886.085259,-1067342548.37026 145426587.757465,-1045774171.42695 155180233.305974,-1034412913.63481 143212656.444669,-1042078597.14695 122184768.80336,-1062051911.74983 111896578.619061))","94"
"MULTIPOLYGON (((-43558985.7952415 103290115.74095,-48053476.6357796 105688468.555622,-57514730.9176474 125261712.577539,-64464019.8810759 146029756.466543,-45884645.6275891 144425609.908602,-32434565.5214626 116530169.732823,-38586877.5057002 106672592.489715,-43558985.7952415 103290115.74095)))","POLYGON ((-43558985.1692317 103290104.072213,-48053484.2201638 105688461.26812,-57514740.1984892 125261708.799633,-64464034.198288 146029767.739898,-45884639.0934098 144425619.381644,-32434554.1207232 116530169.112628,-38586870.1382995 106672585.40708,-43558985.1692317 103290104.072213))","53"
"MULTIPOLYGON (((-874605150.050141 113554891.486586,-910586581.028326 142897581.858783,-910491628.849927 143110859.472516,-902311086.328791 146700651.642015,-891352664.733917 142059079.287576,-876472913.36518 129758519.147639,-874605150.050141 113554891.486586)))","POLYGON ((-874605137.297823 113554868.183515,-910586593.273558 142897578.941098,-910491636.411651 143110867.074731,-902311086.398848 146700662.531729,-891352659.488475 142059087.925846,-876472903.891812 129758524.290834,-874605137.297823 113554868.183515))","184"
"MULTIPOLYGON (((-876472900.415473 129758534.391558,-891352632.278479 142059078.406802,-861146664.385569 142594736.249717,-867387599.386405 130011634.812532,-876472900.415473 129758534.391558)))","POLYGON ((-876472903.891812 129758524.290834,-891352659.488475 142059087.925846,-861146648.119539 142594746.539743,-867387593.09882 130011624.983813,-876472903.891812 129758524.290834))","160"
"MULTIPOLYGON (((-614557227.172253 106522699.285839,-638554118.073193 111100674.699733,-644733564.304504 132301503.841034,-634052116.766176 139125484.701511,-601801287.490514 141462868.315196,-600493070.227465 138208238.743006,-614557227.172253 106522699.285839)))","POLYGON ((-614557221.251498 106522687.975968,-638554125.960611 111100666.024098,-644733576.001316 132301508.234907,-634052120.015369 139125494.492254,-601801280.934009 141462878.816608,-600493059.372289 138208238.550032,-614557221.251498 106522687.975968))","187"
"MULTIPOLYGON (((-714793501.20815 123757168.662938,-728319606.575623 126093234.424932,-737183815.276684 133705094.225052,-717869468.6607 145944551.985945,-707310010.886166 142027149.771166,-704547218.644551 140175304.175378,-703614560.292032 130522063.82857,-703708351.811463 129612052.020481,-714793501.20815 123757168.662938)))","POLYGON ((-714793499.551523 123757158.228781,-728319610.996828 126093225.040465,-737183832.041338 133705095.440133,-717869469.828064 145944563.084993,-707310006.300014 142027158.735746,-704547209.145981 140175309.84726,-703614550.242367 130522063.796479,-703708342.412427 129612045.67566,-714793499.551523 123757158.228781))","238"
"MULTIPOLYGON (((-280070893.349676 123467193.429941,-284120184.626204 130319093.827553,-280253068.916296 138520428.974326,-255679665.196795 142510100.683367,-259032421.104303 125603001.55131,-280070893.349676 123467193.429941)))","POLYGON ((-280070898.70405 123467182.834971,-284120195.930557 130319093.30068,-280253075.715782 138520438.001322,-255679652.587069 142510112.86159,-259032412.734312 125602992.349626,-280070898.70405 123467182.834971))","745"
"MULTIPOLYGON (((-961250155.218596 104396169.941927,-961401020.020867 104472191.705183,-974249006.71548 123097785.806379,-967943286.132662 162480553.049744,-934102245.898491 127253313.458161,-959763925.407214 104482557.746698,-961250155.218596 104396169.941927)))","POLYGON ((-961250157.319876 104396159.802911,-961401026.802015 104472183.924383,-974249017.223581 123097783.428504,-967943292.832212 162480574.458409,-934102231.479632 127253312.883363,-959763921.364354 104482547.964812,-961250157.319876 104396159.802911))","59"
"MULTIPOLYGON (((-1205599179.91278 97237331.3938919,-1205599179.91278 136432088.582567,-1172314914.07809 123292246.044597,-1205599179.91278 97237331.3938919)))","POLYGON ((-1205599189.91278 97237310.8663849,-1205599189.91278 136432103.28137,-1172314894.16384 123292248.933959,-1205599189.91278 97237310.8663849))","459"
"MULTIPOLYGON (((-378683569.740106 114152245.140225,-391011488.211228 132912542.783908,-390908997.951408 134867927.231851,-390352392.180921 136468557.178128,-373245242.308891 142715803.519951,-346976558.325356 147612618.035989,-345353002.664477 143490704.730633,-345994530.461197 137185632.641515,-349482154.798915 132510398.792321,-378683569.740106 114152245.140225)))","POLYGON ((-378683572.714993 114152231.458006,-391011498.36916 132912540.032656,-390909007.863325 134867929.174253,-390352400.067809 136468564.943901,-373245244.958477 142715813.198299,-346976552.045389 147612629.378919,-345352992.469938 143490706.135174,-345994520.792451 137185628.878448,-349482147.898228 132510391.318613,-378683572.714993 114152231.458006))","430"
"MULTIPOLYGON (((-1148070373.51692 111022717.421996,-1156990692.94967 124919355.628593,-1156952024.62317 139138634.867081,-1155794717.8648 141865290.992104,-1109366900.01717 150623029.384867,-1107044831.48786 145487073.972095,-1127987598.56873 117969472.026798,-1148070373.51692 111022717.421996)))","POLYGON ((-1148070377.68267 111022705.39968,-1156990702.95765 124919352.707667,-1156952034.61764 139138636.914489,-1155794724.97855 141865299.826581,-1109366894.14439 150623040.669012,-1107044819.91994 145487072.659729,-1127987592.44231 117969463.564607,-1148070377.68267 111022705.39968))","765"
"MULTIPOLYGON (((-585411741.004249 125844184.445718,-600493051.049859 138208244.658114,-601801270.194122 141462878.910453,-596193802.696211 156149940.979668,-590632305.408805 160324766.592089,-570667688.808759 151763795.255048,-566665051.645306 130920682.211635,-572050396.009597 127595604.469608,-585411741.004249 125844184.445718)))","POLYGON ((-585411743.996638 125844173.967927,-600493059.372289 138208238.550032,-601801280.934009 141462878.816608,-596193811.008643 156149947.243805,-590632306.785175 160324778.062891,-570667679.989255 151763802.353786,-566665040.524281 130920677.325563,-572050392.582043 127595594.83335,-585411743.996638 125844173.967927))","695"
