WKT,rand_point_id
"POLYGON ((-828124983.366503 96448166.0051427,-839843589.408227 97258182.5922775,-854586139.546584 108375508.997933,-832160074.158267 134145400.50886,-821979197.155888 108999986.377635,-828124983.366503 96448166.0051427))","888"
"POLYGON ((-822701044.458148 88357643.736914,-828124983.366503 96448166.0051427,-821979197.155888 108999986.377635,-786520188.650728 122562199.566611,-777434363.490843 98450458.0606661,-822701044.458148 88357643.736914))","252"
"POLYGON ((-1170538351.82412 65917554.9598769,-1205599189.91278 79770233.9154154,-1205599189.91278 88507006.7804739,-1149090656.20044 100050707.523116,-1146143342.19902 90866756.9795864,-1170538351.82412 65917554.9598769))","753"
"POLYGON ((-1022091090.31594 95921537.0524081,-1042078597.14695 122184768.80336,-1034412913.63481 143212656.444669,-1029387212.89744 142283762.733694,-1027946573.8199 140667581.723224,-1015524955.30474 100676170.982828,-1015748498.71698 100407217.923473,-1022091090.31594 95921537.0524081))","925"
"POLYGON ((-993761935.05967 84296506.8648818,-1015748498.71698 100407217.923473,-1015524955.30474 100676170.982828,-1013983102.87751 101752171.785524,-963837003.629168 103826012.814626,-993761935.05967 84296506.8648818))","940"
"POLYGON ((-1015524955.30474 100676170.982828,-1027946573.8199 140667581.723224,-1002482929.13151 124870076.503579,-1013983102.87751 101752171.785524,-1015524955.30474 100676170.982828))","431"
"POLYGON ((-753312304.645391 90217473.7628222,-776974588.199111 97865819.6596166,-777434363.490843 98450458.0606661,-786520188.650728 122562199.566611,-786124845.446692 126396840.627246,-748730173.466058 135773755.35112,-744331150.606064 100823194.156898,-744332899.227804 100800844.279618,-753312304.645391 90217473.7628222))","689"
"POLYGON ((-744332899.227804 100800844.279618,-744331150.606064 100823194.156898,-728319610.996828 126093225.040465,-714793499.551523 123757158.228781,-724567245.455368 104353819.50989,-744332899.227804 100800844.279618))","326"
"POLYGON ((-867694601.848334 105529518.830446,-872302353.368495 106914618.561518,-874605137.297823 113554868.183515,-876472903.891812 129758524.290834,-867387593.09882 130011624.983813,-858861766.590383 120103288.867159,-857676300.08475 109136400.856515,-867694601.848334 105529518.830446))","834"
"POLYGON ((-453214791.303492 91593522.8324664,-498970744.376088 106941536.105097,-500903769.485124 114387185.253365,-459363228.773184 117603568.52954,-440219710.16557 102828493.180258,-453214791.303492 91593522.8324664))","957"
"POLYGON ((-440219710.16557 102828493.180258,-459363228.773184 117603568.52954,-450053278.099618 138433610.943268,-444746897.009554 134357400.690476,-439485604.871325 103102918.742021,-440219710.16557 102828493.180258))","276"
"POLYGON ((-901117372.134706 101452762.681394,-914423538.981225 135662631.345218,-910586593.273558 142897578.941098,-874605137.297823 113554868.183515,-872302353.368495 106914618.561518,-901117372.134706 101452762.681394))","754"
"POLYGON ((-904136825.615466 89487259.9069881,-952977560.004886 98635164.1930884,-959763921.364354 104482547.964812,-934102231.479632 127253312.883363,-914423538.981225 135662631.345218,-901117372.134706 101452762.681394,-904136825.615466 89487259.9069881))","610"
"POLYGON ((-604562514.073346 98797981.7831617,-614557221.251498 106522687.975968,-600493059.372289 138208238.550032,-585411743.996638 125844173.967927,-589004080.275339 114260589.751496,-604562514.073346 98797981.7831617))","465"
"POLYGON ((-571003013.828396 101418620.093422,-589004080.275339 114260589.751496,-585411743.996638 125844173.967927,-572050392.582043 127595594.83335,-571003013.828396 101418620.093422))","70"
"POLYGON ((-295844298.005719 105433275.501696,-302312744.152959 129626784.070505,-292033793.473021 130846976.23603,-284120195.930557 130319093.30068,-280070898.70405 123467182.834971,-280195762.300323 109036175.874314,-295844298.005719 105433275.501696))","132"
"POLYGON ((-1099494761.60808 104402237.769779,-1127987592.44231 117969463.564607,-1107044819.91994 145487072.659729,-1091937617.45811 136618795.656915,-1095634833.6893 106849995.10513,-1099494761.60808 104402237.769779))","708"
"POLYGON ((-1065677180.71142 98296838.0564446,-1095634833.6893 106849995.10513,-1091937617.45811 136618795.656915,-1083964417.92916 137723622.336759,-1074565010.9241 138343886.085259,-1062051911.74983 111896578.619061,-1065677180.71142 98296838.0564446))","571"
"POLYGON ((-423718906.424995 102008057.745589,-439485604.871325 103102918.742021,-444746897.009554 134357400.690476,-432996164.394247 134197871.30039,-417258133.806177 112105944.60107,-423718906.424995 102008057.745589))","91"
"POLYGON ((-324845731.30765 102685514.718244,-330536920.571336 102995039.655685,-338382592.957282 106485862.556481,-345994520.792451 137185628.878448,-345352992.469938 143490706.135174,-316795993.98309 125874040.166653,-324845731.30765 102685514.718244))","98"
"POLYGON ((-363075576.95966 106289064.440011,-349482147.898228 132510391.318613,-345994520.792451 137185628.878448,-338382592.957282 106485862.556481,-363075576.95966 106289064.440011))","990"
"POLYGON ((-854586139.546584 108375508.997933,-857676300.08475 109136400.856515,-858861766.590383 120103288.867159,-844049972.597261 152119091.559822,-839403808.967127 156512878.572167,-831824508.24207 153739639.038335,-832160074.158267 134145400.50886,-854586139.546584 108375508.997933))","352"
"POLYGON ((-246974572.82575 109242414.902782,-259032412.734312 125602992.349626,-255679652.587069 142510112.86159,-245340693.844841 154342297.19263,-229199329.471838 134710989.72825,-244223565.863897 110733428.002668,-246974572.82575 109242414.902782))","573"
"POLYGON ((-215452525.679509 102114289.03264,-244223565.863897 110733428.002668,-229199329.471838 134710989.72825,-210699322.891128 132015418.374955,-196117056.963079 122160021.834783,-215452525.679509 102114289.03264))","204"
"POLYGON ((-373142897.301224 104247731.932096,-378683572.714993 114152231.458006,-349482147.898228 132510391.318613,-363075576.95966 106289064.440011,-373142897.301224 104247731.932096))","134"
"POLYGON ((-1205599189.91278 88507006.7804739,-1205599189.91278 97237310.8663849,-1172314894.16384 123292248.933959,-1156990702.95765 124919352.707667,-1148070377.68267 111022705.39968,-1149090656.20044 100050707.523116,-1205599189.91278 88507006.7804739))","223"
"POLYGON ((10313347.1749253 111300094.033845,-23184675.7717025 126449052.746726,-18224952.59342 137492751.394368,-9307100.98711896 140047699.779756,5981770.39343214 136512538.318687,15533462.338798 115269235.251549,10313347.1749253 111300094.033845))","726"
"POLYGON ((-744331150.606064 100823194.156898,-748730173.466058 135773755.35112,-748352323.974256 136209993.595331,-737183832.041338 133705095.440133,-728319610.996828 126093225.040465,-744331150.606064 100823194.156898))","928"
"POLYGON ((-858861766.590383 120103288.867159,-867387593.09882 130011624.983813,-861146648.119539 142594746.539743,-844049972.597261 152119091.559822,-858861766.590383 120103288.867159))","233"
"POLYGON ((-1013983102.87751 101752171.785524,-1002482929.13151 124870076.503579,-993074459.72802 129204710.50494,-974249017.223581 123097783.428504,-961401026.802015 104472183.924383,-963837003.629168 103826012.814626,-1013983102.87751 101752171.785524))","846"
"POLYGON ((-48053484.2201638 105688461.26812,-85836986.1638153 106611095.222333,-114352780.297681 119397875.716227,-114250115.563455 119906120.86231,-101033662.05295 128997169.066941,-57514740.1984892 125261708.799633,-48053484.2201638 105688461.26812))","1022"
"POLYGON ((-1062051911.74983 111896578.619061,-1074565010.9241 138343886.085259,-1067342548.37026 145426587.757465,-1045774171.42695 155180233.305974,-1034412913.63481 143212656.444669,-1042078597.14695 122184768.80336,-1062051911.74983 111896578.619061))","94"
"POLYGON ((-43558985.1692317 103290104.072213,-48053484.2201638 105688461.26812,-57514740.1984892 125261708.799633,-64464034.198288 146029767.739898,-45884639.0934098 144425619.381644,-32434554.1207232 116530169.112628,-38586870.1382995 106672585.40708,-43558985.1692317 103290104.072213))","53"
"POLYGON ((-874605137.297823 113554868.183515,-910586593.273558 142897578.941098,-910491636.411651 143110867.074731,-902311086.398848 146700662.531729,-891352659.488475 142059087.925846,-876472903.891812 129758524.290834,-874605137.297823 113554868.183515))","184"
"POLYGON ((-876472903.891812 129758524.290834,-891352659.488475 142059087.925846,-861146648.119539 142594746.539743,-867387593.09882 130011624.983813,-876472903.891812 129758524.290834))","160"
"POLYGON ((-614557221.251498 106522687.975968,-638554125.960611 111100666.024098,-644733576.001316 132301508.234907,-634052120.015369 139125494.492254,-601801280.934009 141462878.816608,-600493059.372289 138208238.550032,-614557221.251498 106522687.975968))","187"
"POLYGON ((-714793499.551523 123757158.228781,-728319610.996828 126093225.040465,-737183832.041338 133705095.440133,-717869469.828064 145944563.084993,-707310006.300014 142027158.735746,-704547209.145981 140175309.84726,-703614550.242367 130522063.796479,-703708342.412427 129612045.67566,-714793499.551523 123757158.228781))","238"
"POLYGON ((-280070898.70405 123467182.834971,-284120195.930557 130319093.30068,-280253075.715782 138520438.001322,-255679652.587069 142510112.86159,-259032412.734312 125602992.349626,-280070898.70405 123467182.834971))","745"
"POLYGON ((-961250157.319876 104396159.802911,-961401026.802015 104472183.924383,-974249017.223581 123097783.428504,-967943292.832212 162480574.458409,-934102231.479632 127253312.883363,-959763921.364354 104482547.964812,-961250157.319876 104396159.802911))","59"
"POLYGON ((-1205599189.91278 97237310.8663849,-1205599189.91278 136432103.28137,-1172314894.16384 123292248.933959,-1205599189.91278 97237310.8663849))","459"
"POLYGON ((-378683572.714993 114152231.458006,-391011498.36916 132912540.032656,-390909007.863325 134867929.174253,-390352400.067809 136468564.943901,-373245244.958477 142715813.198299,-346976552.045389 147612629.378919,-345352992.469938 143490706.135174,-345994520.792451 137185628.878448,-349482147.898228 132510391.318613,-378683572.714993 114152231.458006))","430"
"POLYGON ((-1148070377.68267 111022705.39968,-1156990702.95765 124919352.707667,-1156952034.61764 139138636.914489,-1155794724.97855 141865299.826581,-1109366894.14439 150623040.669012,-1107044819.91994 145487072.659729,-1127987592.44231 117969463.564607,-1148070377.68267 111022705.39968))","765"
"POLYGON ((-585411743.996638 125844173.967927,-600493059.372289 138208238.550032,-601801280.934009 141462878.816608,-596193811.008643 156149947.243805,-590632306.785175 160324778.062891,-570667679.989255 151763802.353786,-566665040.524281 130920677.325563,-572050392.582043 127595594.83335,-585411743.996638 125844173.967927))","695"
"POLYGON ((-417258133.806177 112105944.60107,-432996164.394247 134197871.30039,-424621361.178253 141188621.677698,-390909007.863325 134867929.174253,-391011498.36916 132912540.032656,-417258133.806177 112105944.60107))","857"
"POLYGON ((-302312744.152959 129626784.070505,-304566469.566671 130005894.251918,-298989565.993327 152055653.963697,-297011613.61317 151833534.634033,-292033793.473021 130846976.23603,-302312744.152959 129626784.070505))","920"
"POLYGON ((-1002482929.13151 124870076.503579,-1027946573.8199 140667581.723224,-1029387212.89744 142283762.733694,-1025974330.73256 144013493.764718,-1007181670.02021 149170469.69777,-994759960.319495 135384856.265451,-993074459.72802 129204710.50494,-1002482929.13151 124870076.503579))","486"
"POLYGON ((-974249017.223581 123097783.428504,-993074459.72802 129204710.50494,-994759960.319495 135384856.265451,-987412401.402517 154664653.031752,-974499927.06033 163687563.480449,-968190804.338219 163930861.570932,-967943292.832212 162480574.458409,-974249017.223581 123097783.428504))","458"
"POLYGON ((-284120195.930557 130319093.30068,-292033793.473021 130846976.23603,-297011613.61317 151833534.634033,-285087539.224732 154452191.485752,-280717055.018177 142290512.278532,-280253075.715782 138520438.001322,-284120195.930557 130319093.30068))","592"
"POLYGON ((-316795993.98309 125874040.166653,-345352992.469938 143490706.135174,-346976552.045389 147612629.378919,-340456681.169456 161362713.176251,-328404046.298952 162965448.669032,-317029742.305578 159437898.111256,-312144529.559371 129679070.587025,-316795993.98309 125874040.166653))","710"
"POLYGON ((-312144529.559371 129679070.587025,-317029742.305578 159437898.111256,-313961512.701452 160333639.328369,-298989565.993327 152055653.963697,-304566469.566671 130005894.251918,-312144529.559371 129679070.587025))","278"
"POLYGON ((-32434554.1207232 116530169.112628,-45884639.0934098 144425619.381644,-28896076.3983929 155564878.970296,-18224952.59342 137492751.394368,-23184675.7717025 126449052.746726,-32434554.1207232 116530169.112628))","674"
"POLYGON ((-432996164.394247 134197871.30039,-444746897.009554 134357400.690476,-450053278.099618 138433610.943268,-452444796.650816 142054560.906307,-439687369.896754 162734436.128203,-432388077.647811 162650111.380636,-424621361.178253 141188621.677698,-432996164.394247 134197871.30039))","477"
"POLYGON ((-133076096.076976 105389557.832116,-169772556.762281 126256936.802349,-158386259.723802 166350555.572353,-123538358.01898 151028139.982956,-114250115.563455 119906120.86231,-114352780.297681 119397875.716227,-117111412.588884 116411582.244815,-133076096.076976 105389557.832116))","162"
"POLYGON ((34646164.1334426 114959980.732562,15533462.338798 115269235.251549,5981770.39343214 136512538.318687,29176606.7476923 159115726.678038,34646164.1334426 160604374.214989,34646164.1334426 114959980.732562))","954"
"POLYGON ((-821979197.155888 108999986.377635,-832160074.158267 134145400.50886,-831824508.24207 153739639.038335,-811544440.228035 157517454.187212,-790898495.061857 138303539.58785,-786124845.446692 126396840.627246,-786520188.650728 122562199.566611,-821979197.155888 108999986.377635))","32"
"POLYGON ((-688964001.873149 108399062.045883,-703708342.412427 129612045.67566,-703614550.242367 130522063.796479,-654950336.041614 139229847.346045,-653783094.603206 137586049.759799,-688964001.873149 108399062.045883))","376"
"POLYGON ((-195581713.367245 122143790.565013,-196117056.963079 122160021.834783,-210699322.891128 132015418.374955,-209778525.531555 178540403.196614,-198694426.694252 175517902.857896,-186599208.158167 170239389.523871,-185988916.10594 169798001.040611,-194472380.081975 122776461.191572,-195581713.367245 122143790.565013))","882"
"POLYGON ((-194472380.081975 122776461.191572,-185988916.10594 169798001.040611,-158555052.865062 166601668.13079,-158386259.723802 166350555.572353,-169772556.762281 126256936.802349,-194472380.081975 122776461.191572))","932"
"POLYGON ((-534341277.654349 122143572.322714,-566665040.524281 130920677.325563,-570667679.989255 151763802.353786,-544202096.65769 167973683.429576,-532778605.187855 165606528.691599,-512410106.729643 131237740.329523,-534341277.654349 122143572.322714))","306"
"POLYGON ((-1172314894.16384 123292248.933959,-1205599189.91278 136432103.28137,-1205599189.91278 157692294.213553,-1156952034.61764 139138636.914489,-1156990702.95765 124919352.707667,-1172314894.16384 123292248.933959))","396"
"POLYGON ((-280253075.715782 138520438.001322,-280717055.018177 142290512.278532,-252417736.056988 165603561.715723,-246334710.865072 164591416.885325,-245340693.844841 154342297.19263,-255679652.587069 142510112.86159,-280253075.715782 138520438.001322))","484"
"POLYGON ((-210699322.891128 132015418.374955,-229199329.471838 134710989.72825,-245340693.844841 154342297.19263,-246334710.865072 164591416.885325,-229503435.623633 184983467.737557,-223698887.886591 188630685.660672,-209778525.531555 178540403.196614,-210699322.891128 132015418.374955))","581"
"POLYGON ((-786124845.446692 126396840.627246,-790898495.061857 138303539.58785,-758365143.821795 167042864.964383,-746964403.420909 156201949.752813,-748352323.974256 136209993.595331,-748730173.466058 135773755.35112,-786124845.446692 126396840.627246))","922"
"POLYGON ((-737183832.041338 133705095.440133,-748352323.974256 136209993.595331,-746964403.420909 156201949.752813,-731839661.270017 159406117.814359,-717869469.828064 145944563.084993,-737183832.041338 133705095.440133))","532"
"POLYGON ((-500903769.485124 114387185.253365,-508578647.572996 129908010.703508,-489535885.775492 145530948.724906,-452444796.650816 142054560.906307,-450053278.099618 138433610.943268,-459363228.773184 117603568.52954,-500903769.485124 114387185.253365))","119"
"POLYGON ((5981770.39343214 136512538.318687,-9307100.98711896 140047699.779756,-6703941.90931726 146386034.843863,11729980.7350571 162426900.025557,29176606.7476923 159115726.678038,5981770.39343214 136512538.318687))","669"
"POLYGON ((-57514740.1984892 125261708.799633,-101033662.05295 128997169.066941,-70773699.181237 152973521.472858,-64464034.198288 146029767.739898,-57514740.1984892 125261708.799633))","268"
"POLYGON ((-18224952.59342 137492751.394368,-28896076.3983929 155564878.970296,-29929252.7345426 162779122.461231,-8510062.77975726 174553131.9649,-5157047.57630348 170913815.800096,-6703941.90931726 146386034.843863,-9307100.98711896 140047699.779756,-18224952.59342 137492751.394368))","949"
"POLYGON ((-1091937617.45811 136618795.656915,-1107044819.91994 145487072.659729,-1109366894.14439 150623040.669012,-1111064128.50654 172669830.017858,-1100240117.51766 174205560.650845,-1084838983.89652 172460452.860615,-1083964417.92916 137723622.336759,-1091937617.45811 136618795.656915))","963"
"POLYGON ((-1083964417.92916 137723622.336759,-1084838983.89652 172460452.860615,-1083206695.45426 172445993.580668,-1067342548.37026 145426587.757465,-1074565010.9241 138343886.085259,-1083964417.92916 137723622.336759))","612"
"POLYGON ((-994759960.319495 135384856.265451,-1007181670.02021 149170469.69777,-1007160445.90616 149203022.964795,-998206978.056282 153950607.613192,-987412401.402517 154664653.031752,-994759960.319495 135384856.265451))","739"
"POLYGON ((-1025974330.73256 144013493.764718,-1009386420.98962 172692807.106947,-1007768898.24398 173458198.683747,-1007160445.90616 149203022.964795,-1007181670.02021 149170469.69777,-1025974330.73256 144013493.764718))","359"
"POLYGON ((-1007160445.90616 149203022.964795,-1007768898.24398 173458198.683747,-1004293985.66061 177033715.502534,-1003041958.18946 176350801.585782,-1003002496.30364 176325509.552986,-998206978.056282 153950607.613192,-1007160445.90616 149203022.964795))","623"
"POLYGON ((-297011613.61317 151833534.634033,-298989565.993327 152055653.963697,-313961512.701452 160333639.328369,-292700197.603191 180617871.829263,-280236352.738887 168571513.046272,-285087539.224732 154452191.485752,-297011613.61317 151833534.634033))","318"
"POLYGON ((-634052120.015369 139125494.492254,-623307390.372269 169786779.89863,-596193811.008643 156149947.243805,-601801280.934009 141462878.816608,-634052120.015369 139125494.492254))","261"
"POLYGON ((-114250115.563455 119906120.86231,-123538358.01898 151028139.982956,-109925107.054239 176062759.375978,-73353507.2269139 169303505.65675,-69932254.9493155 161597567.617576,-70773699.181237 152973521.472858,-101033662.05295 128997169.066941,-114250115.563455 119906120.86231))","872"
"POLYGON ((-707310006.300014 142027158.735746,-717869469.828064 145944563.084993,-731839661.270017 159406117.814359,-722845498.019623 172970119.896098,-721982142.292559 173152381.991643,-711481983.520996 159239858.239028,-707310006.300014 142027158.735746))","497"
"POLYGON ((-704547209.145981 140175309.84726,-707310006.300014 142027158.735746,-711481983.520996 159239858.239028,-703146116.58851 170900220.107032,-687814882.096318 170816624.534326,-683813382.840281 162247175.590722,-704547209.145981 140175309.84726))","300"
"POLYGON ((-703614550.242367 130522063.796479,-704547209.145981 140175309.84726,-683813382.840281 162247175.590722,-662622049.315846 154757410.740762,-654950336.041614 139229847.346045,-703614550.242367 130522063.796479))","702"
"POLYGON ((-644733576.001316 132301508.234907,-653783094.603206 137586049.759799,-654950336.041614 139229847.346045,-662622049.315846 154757410.740762,-644520301.482185 184222252.247404,-623896143.839274 171111125.980265,-623307390.372269 169786779.89863,-634052120.015369 139125494.492254,-644733576.001316 132301508.234907))","106"
"POLYGON ((-891352659.488475 142059087.925846,-902311086.398848 146700662.531729,-894775692.789839 155767200.584001,-870208795.675893 165104817.260256,-842979892.001365 160683368.224096,-839403808.967127 156512878.572167,-844049972.597261 152119091.559822,-861146648.119539 142594746.539743,-891352659.488475 142059087.925846))","391"
"POLYGON ((-1029387212.89744 142283762.733694,-1034412913.63481 143212656.444669,-1045774171.42695 155180233.305974,-1045186307.42592 166899370.528654,-1009386420.98962 172692807.106947,-1025974330.73256 144013493.764718,-1029387212.89744 142283762.733694))","802"
"POLYGON ((-45884639.0934098 144425619.381644,-64464034.198288 146029767.739898,-70773699.181237 152973521.472858,-69932254.9493155 161597567.617576,-34954168.095727 166495779.568534,-29929252.7345426 162779122.461231,-28896076.3983929 155564878.970296,-45884639.0934098 144425619.381644))","481"
"POLYGON ((-998206978.056282 153950607.613192,-1003002496.30364 176325509.552986,-974499927.06033 163687563.480449,-987412401.402517 154664653.031752,-998206978.056282 153950607.613192))","910"
"POLYGON ((-280717055.018177 142290512.278532,-285087539.224732 154452191.485752,-280236352.738887 168571513.046272,-260520031.782747 167884976.396556,-252417736.056988 165603561.715723,-280717055.018177 142290512.278532))","627"
"POLYGON ((-390909007.863325 134867929.174253,-424621361.178253 141188621.677698,-432388077.647811 162650111.380636,-428420084.814193 164347410.312912,-398671162.327031 166588698.973831,-390352400.067809 136468564.943901,-390909007.863325 134867929.174253))","499"
"POLYGON ((-1156952034.61764 139138636.914489,-1205599189.91278 157692294.213553,-1205599189.91278 161697813.65288,-1166895911.06032 177175711.845009,-1154942412.85346 154675835.296377,-1155794724.97855 141865299.826581,-1156952034.61764 139138636.914489))","158"
"POLYGON ((-390352400.067809 136468564.943901,-398671162.327031 166588698.973831,-387625724.543449 197964561.559104,-378520175.177168 198833354.584815,-362266351.13583 187707026.347929,-373245244.958477 142715813.198299,-390352400.067809 136468564.943901))","150"
"POLYGON ((-934102231.479632 127253312.883363,-967943292.832212 162480574.458409,-968190804.338219 163930861.570932,-966431795.515641 166232542.485111,-934518725.819295 175819649.104051,-932328172.936952 173928885.654641,-910491636.411651 143110867.074731,-910586593.273558 142897578.941098,-914423538.981225 135662631.345218,-934102231.479632 127253312.883363))","750"
"POLYGON ((-373245244.958477 142715813.198299,-362266351.13583 187707026.347929,-355635036.891737 184284184.747189,-340456681.169456 161362713.176251,-346976552.045389 147612629.378919,-373245244.958477 142715813.198299))","871"
"POLYGON ((-1155794724.97855 141865299.826581,-1154942412.85346 154675835.296377,-1116278417.01384 178389890.45068,-1111064128.50654 172669830.017858,-1109366894.14439 150623040.669012,-1155794724.97855 141865299.826581))","877"
"POLYGON ((-746964403.420909 156201949.752813,-758365143.821795 167042864.964383,-759680394.503758 172668903.764388,-758655353.239562 177908764.287809,-734850327.275582 186164190.29114,-722845498.019623 172970119.896098,-731839661.270017 159406117.814359,-746964403.420909 156201949.752813))","873"
"POLYGON ((-6703941.90931726 146386034.843863,-5157047.57630348 170913815.800096,11729980.7350571 162426900.025557,-6703941.90931726 146386034.843863))","609"
"POLYGON ((-508578647.572996 129908010.703508,-512410106.729643 131237740.329523,-532778605.187855 165606528.691599,-527400408.965569 178915140.193818,-490299382.768145 199429830.209227,-477081210.161737 179356064.0742,-489535885.775492 145530948.724906,-508578647.572996 129908010.703508))","993"
"POLYGON ((-317029742.305578 159437898.111256,-328404046.298952 162965448.669032,-318072728.825318 192741362.070772,-294857276.929828 190675784.92106,-294138888.049377 190141590.129642,-292700197.603191 180617871.829263,-313961512.701452 160333639.328369,-317029742.305578 159437898.111256))","183"
"POLYGON ((-910491636.411651 143110867.074731,-932328172.936952 173928885.654641,-893967346.978867 190732073.284057,-893281918.125303 186426367.701498,-894775692.789839 155767200.584001,-902311086.398848 146700662.531729,-910491636.411651 143110867.074731))","54"
"POLYGON ((-452444796.650816 142054560.906307,-489535885.775492 145530948.724906,-477081210.161737 179356064.0742,-459209645.723157 181502165.987894,-453820571.754201 179935592.64156,-439687369.896754 162734436.128203,-452444796.650816 142054560.906307))","588"
"POLYGON ((-711481983.520996 159239858.239028,-721982142.292559 173152381.991643,-719833271.801555 174210494.768424,-703146116.58851 170900220.107032,-711481983.520996 159239858.239028))","602"
"POLYGON ((-894775692.789839 155767200.584001,-893281918.125303 186426367.701498,-872708085.744662 176587485.065891,-870208795.675893 165104817.260256,-894775692.789839 155767200.584001))","493"
"POLYGON ((-432388077.647811 162650111.380636,-439687369.896754 162734436.128203,-453820571.754201 179935592.64156,-453674861.394698 180045848.972818,-426901842.772665 196524414.554068,-428420084.814193 164347410.312912,-432388077.647811 162650111.380636))","221"
"POLYGON ((-596193811.008643 156149947.243805,-623307390.372269 169786779.89863,-623896143.839274 171111125.980265,-606742377.447861 188448446.060721,-588267287.758816 172954122.915562,-590632306.785175 160324778.062891,-596193811.008643 156149947.243805))","500"
"POLYGON ((-570667679.989255 151763802.353786,-590632306.785175 160324778.062891,-588267287.758816 172954122.915562,-569627380.157214 191092035.006847,-544202096.65769 167973683.429576,-570667679.989255 151763802.353786))","807"
"POLYGON ((-1067342548.37026 145426587.757465,-1083206695.45426 172445993.580668,-1056060799.84126 187546372.319605,-1052334031.86782 187178939.007681,-1048045122.80791 177263928.247949,-1045186307.42592 166899370.528654,-1045774171.42695 155180233.305974,-1067342548.37026 145426587.757465))","400"
"POLYGON ((-29929252.7345426 162779122.461231,-34954168.095727 166495779.568534,-38477482.6151733 186788782.720653,-33397265.8083606 199989858.543481,-23093769.3569238 203014069.473421,-6254512.90218878 188290503.468568,-8510062.77975726 174553131.9649,-29929252.7345426 162779122.461231))","315"
"POLYGON ((-842979892.001365 160683368.224096,-870208795.675893 165104817.260256,-872708085.744662 176587485.065891,-870257204.275883 192018192.198764,-847287726.380219 192043628.198859,-842979892.001365 160683368.224096))","950"
"POLYGON ((29176606.7476923 159115726.678038,11729980.7350571 162426900.025557,-5157047.57630348 170913815.800096,-8510062.77975726 174553131.9649,-6254512.90218878 188290503.468568,-2078889.95079923 189737151.020885,34646164.1334426 187342482.671773,34646164.1334426 160604374.214989,29176606.7476923 159115726.678038))","154"
"POLYGON ((-662622049.315846 154757410.740762,-683813382.840281 162247175.590722,-687814882.096318 170816624.534326,-687794550.013455 175600871.676794,-672509793.399943 196693658.503282,-670390848.596529 197632153.61935,-646254589.842823 194834704.028392,-644520301.482185 184222252.247404,-662622049.315846 154757410.740762))","673"
"POLYGON ((-340456681.169456 161362713.176251,-355635036.891737 184284184.747189,-326987236.980661 200142281.275627,-326216195.672898 199929308.064082,-318072728.825318 192741362.070772,-328404046.298952 162965448.669032,-340456681.169456 161362713.176251))","1003"
"POLYGON ((-1083206695.45426 172445993.580668,-1084838983.89652 172460452.860615,-1100240117.51766 174205560.650845,-1077412636.17631 201203479.776779,-1056060799.84126 187546372.319605,-1083206695.45426 172445993.580668))","60"
"POLYGON ((-69932254.9493155 161597567.617576,-73353507.2269139 169303505.65675,-69869308.3491426 181331163.967029,-38477482.6151733 186788782.720653,-34954168.095727 166495779.568534,-69932254.9493155 161597567.617576))","550"
"POLYGON ((-722845498.019623 172970119.896098,-734850327.275582 186164190.29114,-732385214.423759 195142371.355612,-732213515.155043 195283801.788584,-712648654.226283 188092336.908832,-719833271.801555 174210494.768424,-721982142.292559 173152381.991643,-722845498.019623 172970119.896098))","387"
"POLYGON ((-687814882.096318 170816624.534326,-703146116.58851 170900220.107032,-719833271.801555 174210494.768424,-712648654.226283 188092336.908832,-704784720.359058 194992100.338612,-687794550.013455 175600871.676794,-687814882.096318 170816624.534326))","743"
"POLYGON ((-260520031.782747 167884976.396556,-280236352.738887 168571513.046272,-292700197.603191 180617871.829263,-294138888.049377 190141590.129642,-273641474.180986 202307538.020259,-260520031.782747 167884976.396556))","658"
"POLYGON ((-831824508.24207 153739639.038335,-839403808.967127 156512878.572167,-842979892.001365 160683368.224096,-847287726.380219 192043628.198859,-842728206.075794 202086168.496241,-825769654.218507 208012084.965775,-814104394.424963 204640808.622759,-805751239.47404 191416825.240547,-810736338.926255 159248682.113269,-811544440.228035 157517454.187212,-831824508.24207 153739639.038335))","475"
"POLYGON ((-790898495.061857 138303539.58785,-811544440.228035 157517454.187212,-810736338.926255 159248682.113269,-781110715.562847 172988196.229717,-759680394.503758 172668903.764388,-758365143.821795 167042864.964383,-790898495.061857 138303539.58785))","36"
"POLYGON ((-1045186307.42592 166899370.528654,-1048045122.80791 177263928.247949,-1005822871.96247 185799488.268123,-1004293985.66061 177033715.502534,-1007768898.24398 173458198.683747,-1009386420.98962 172692807.106947,-1045186307.42592 166899370.528654))","761"
"POLYGON ((-974499927.06033 163687563.480449,-1003002496.30364 176325509.552986,-1003041958.18946 176350801.585782,-973927253.287537 190085161.565426,-972749415.873127 188969536.249131,-966431795.515641 166232542.485111,-968190804.338219 163930861.570932,-974499927.06033 163687563.480449))","344"
"POLYGON ((-246334710.865072 164591416.885325,-252417736.056988 165603561.715723,-260520031.782747 167884976.396556,-273641474.180986 202307538.020259,-272373955.236675 203639516.417008,-229503435.623633 184983467.737557,-246334710.865072 164591416.885325))","139"
"POLYGON ((-810736338.926255 159248682.113269,-805751239.47404 191416825.240547,-787227707.515999 194370011.693395,-781110715.562847 172988196.229717,-810736338.926255 159248682.113269))","125"
